ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0006897,endocytosis,17/163,457/10799,5.330562952751203e-4,0.01264502237835242,0.009929240831898122,CCR2/STAP1/ITGAM/CD300A/CXCL8/CD93/SCARF1/ADM/SPON2/ACKR2/FCER1G/SORT1/MLC1/IRF8/APLN/VAV3/SRC,17
GO:0001912,positive regulation of leukocyte mediated cytotoxicity,5/163,45/10799,5.527238356931416e-4,0.012998539860093881,0.010206833081992224,STAP1/ITGAM/KLRD1/KLRC2/IL21,5
GO:0043068,positive regulation of programmed cell death,15/163,377/10799,5.742911339648426e-4,0.013011234570124345,0.010216801339019541,PHLDA1/CDK5R1/MAL/DUSP6/TNFRSF12A/SOX4/PHLDA2/ADM/FASLG/NR4A1/DAPK2/CDKN2A/G0S2/IRF8/SRC,15
GO:0040017,positive regulation of locomotion,14/163,337/10799,5.751887466868934e-4,0.013011234570124345,0.010216801339019541,CCR2/PDGFRB/CCR1/CXCL8/FAM110C/NRP1/KIT/CCR6/HSPB1/DAPK2/PLAU/DOCK5/PDGFA/SRC,14
GO:0030193,regulation of blood coagulation,4/163,26/10799,5.771112107716443e-4,0.013011234570124345,0.010216801339019541,PLAUR/PLAU/F12/PDGFA,4
GO:1900046,regulation of hemostasis,4/163,26/10799,5.771112107716443e-4,0.013011234570124345,0.010216801339019541,PLAUR/PLAU/F12/PDGFA,4
GO:1903307,positive regulation of regulated secretory pathway,4/163,26/10799,5.771112107716443e-4,0.013011234570124345,0.010216801339019541,ITGAM/IL13/KLRC2/ADORA2B,4
GO:0070374,positive regulation of ERK1 and ERK2 cascade,7/163,96/10799,6.067320069300739e-4,0.013566925532010178,0.010653146109600522,PDGFRB/CCR1/NRP1/CCL3L1/CAVIN3/PDGFA/SRC,7
GO:0001938,positive regulation of endothelial cell proliferation,5/163,46/10799,6.126536553424936e-4,0.013587960746132704,0.010669663574000638,NRP1/EGR3/IGF2/NR4A1/APLN,5
GO:0010631,epithelial cell migration,10/163,191/10799,6.276911966132663e-4,0.013698732674887925,0.010756644927225239,NRP1/EGR3/KIT/HSPB1/STC1/NR4A1/DOCK5/PTP4A3/PFN2/SRC,10
GO:0090132,epithelium migration,10/163,191/10799,6.276911966132663e-4,0.013698732674887925,0.010756644927225239,NRP1/EGR3/KIT/HSPB1/STC1/NR4A1/DOCK5/PTP4A3/PFN2/SRC,10
GO:0000165,MAPK cascade,17/163,464/10799,6.329145166353449e-4,0.013703101598263658,0.010760075533441328,DUSP2/DUSP6/PDGFRB/CCR1/CD300A/NRP1/KIT/IGF2/SPRY4/CCL3L1/BCAR3/CDH2/CAVIN3/EDA2R/PDGFA/MAP3K6/SRC,17
GO:0090130,tissue migration,10/163,192/10799,6.537182498789272e-4,0.01404207390291113,0.011026246485732425,NRP1/EGR3/KIT/HSPB1/STC1/NR4A1/DOCK5/PTP4A3/PFN2/SRC,10
GO:0072677,eosinophil migration,3/163,12/10799,6.719732662049786e-4,0.014321430235993606,0.011245605236242857,CD300A/DAPK2/CCL3L1,3
GO:0007517,muscle organ development,10/163,194/10799,7.084537875528358e-4,0.01498187544530338,0.011764206100938564,EGR1/FOS/EGR2/ASB2/EGR3/IGF2/ETV1/NR4A1/EOMES/MAFF,10
GO:0002285,lymphocyte activation involved in immune response,9/163,161/10799,7.354675077610458e-4,0.0154192125516355,0.01210761596796506,CCR6/ZNF683/EOMES/FCER1G/KLRC2/IRF8/AICDA/IL21/RORC,9
GO:0031341,regulation of cell killing,6/163,72/10799,7.404387259033177e-4,0.0154192125516355,0.01210761596796506,STAP1/ITGAM/KLRD1/IL13/KLRC2/IL21,6
GO:0031343,positive regulation of cell killing,5/163,48/10799,7.469769207260565e-4,0.015437523028338502,0.01212199388897548,STAP1/ITGAM/KLRD1/KLRC2/IL21,5
GO:0050670,regulation of lymphocyte proliferation,9/163,162/10799,7.688387836204419e-4,0.015601227720771733,0.012250539593984594,CCR2/CD300A/IGF2/CD70/IL13/TNFSF9/DLG5/IL21/VAV3,9
GO:0006968,cellular defense response,4/163,28/10799,7.720548908739677e-4,0.015601227720771733,0.012250539593984594,CCR2/GNLY/CCR6/KLRC2,4
GO:0061045,negative regulation of wound healing,4/163,28/10799,7.720548908739677e-4,0.015601227720771733,0.012250539593984594,PLAUR/PLAU/F12/PDGFA,4
GO:0030219,megakaryocyte differentiation,5/163,49/10799,8.218424007992095e-4,0.016485191686619438,0.012944653913516962,CDKN2B/KIT/H4C6/H4C4/GP5,5
GO:1903530,regulation of secretion by cell,13/163,311/10799,8.550778082639072e-4,0.0168044631797575,0.013195355213307036,CCR2/ITGAM/CD300A/SOX4/SMPD3/OTOF/GABBR1/IL13/KLRC2/RSAD2/ADORA2B/CPLX1/PFN2,13
GO:0002688,regulation of leukocyte chemotaxis,6/163,74/10799,8.5647141615094e-4,0.0168044631797575,0.013195355213307036,CCR2/STAP1/CCR1/CXCL8/CCR6/DAPK2,6
GO:0031639,plasminogen activation,3/163,13/10799,8.639151464204894e-4,0.0168044631797575,0.013195355213307036,PLAUR/PLAU/F12,3
GO:0002705,positive regulation of leukocyte mediated immunity,7/163,102/10799,8.718164240849569e-4,0.0168044631797575,0.013195355213307036,STAP1/ITGAM/KLRD1/KIT/KLRC2/RSAD2/IL21,7
GO:0032944,regulation of mononuclear cell proliferation,9/163,165/10799,8.764392177569833e-4,0.0168044631797575,0.013195355213307036,CCR2/CD300A/IGF2/CD70/IL13/TNFSF9/DLG5/IL21/VAV3,9
GO:0071363,cellular response to growth factor stimulus,15/163,393/10799,8.799046429887231e-4,0.0168044631797575,0.013195355213307036,EGR1/FOS/PDGFRB/CDKN2B/SMPD3/CXCL8/NRP1/EGR3/HSPB1/SPRY4/NR4A1/SORT1/PTP4A3/APLN/SRC,15
GO:0050818,regulation of coagulation,4/163,29/10799,8.851414203858939e-4,0.0168044631797575,0.013195355213307036,PLAUR/PLAU/F12/PDGFA,4
GO:0042060,wound healing,11/163,236/10799,8.917750020724446e-4,0.0168044631797575,0.013195355213307036,TNFRSF12A/PLAUR/HSPB1/F5/FCER1G/PLAU/F12/PDGFA/GP5/VAV3/SRC,11
GO:0010001,glial cell differentiation,8/163,133/10799,9.004581391502287e-4,0.0168044631797575,0.013195355213307036,MAL/EGR2/SOX4/GPR157/EOMES/CDH2/MYRF/NAB2,8
GO:0044344,cellular response to fibroblast growth factor stimulus,5/163,50/10799,9.021644330096644e-4,0.0168044631797575,0.013195355213307036,CXCL8/EGR3/SPRY4/NR4A1/APLN,5
GO:0045859,regulation of protein kinase activity,14/163,353/10799,9.055190936306276e-4,0.0168044631797575,0.013195355213307036,CDK5R1/EGR1/PDGFRB/CD300A/CDKN2B/SH3BP5/KIT/HSPB1/SPRY4/CDKN2A/DBNDD2/NAB2/PDGFA/SRC,14
GO:0045921,positive regulation of exocytosis,5/163,51/10799,9.881876670355715e-4,0.01821470240319621,0.01430271623340959,ITGAM/SMPD3/IL13/KLRC2/ADORA2B,5
GO:0097530,granulocyte migration,6/163,77/10799,0.001056238389530742,0.019338378031140028,0.015185059150088732,CD300A/CXCL8/DAPK2/CCL3L1/FCER1G/VAV3,6
GO:0045618,positive regulation of keratinocyte differentiation,3/163,14/10799,0.0010873905897494682,0.019388245286513395,0.015224216375233352,ZBED2/ETV4/MACROH2A2,3
GO:0061437,renal system vasculature development,3/163,14/10799,0.0010873905897494682,0.019388245286513395,0.015224216375233352,EGR1/PDGFRB/NRP1,3
GO:0061440,kidney vasculature development,3/163,14/10799,0.0010873905897494682,0.019388245286513395,0.015224216375233352,EGR1/PDGFRB/NRP1,3
GO:1903975,regulation of glial cell migration,3/163,14/10799,0.0010873905897494682,0.019388245286513395,0.015224216375233352,CCR2/STAP1/BMERB1,3
GO:0030168,platelet activation,6/163,78/10799,0.0011302026032173533,0.02002073182842169,0.015720863277835367,HSPB1/FCER1G/PDGFA/GP5/VAV3/SRC,6
GO:0002685,regulation of leukocyte migration,8/163,138/10799,0.0011444537030908153,0.020142385174398352,0.015816389037621795,CCR2/STAP1/CCR1/CD300A/SMPD3/CXCL8/CCR6/DAPK2,8
GO:0050671,positive regulation of lymphocyte proliferation,7/163,107/10799,0.0011561932906859133,0.020218559596097252,0.01587620341798808,CCR2/IGF2/CD70/IL13/TNFSF9/IL21/VAV3,7
GO:0002449,lymphocyte mediated immunity,10/163,207/10799,0.0011640620367176493,0.020226504688953807,0.015882442136911944,CCR2/KLRD1/GZMB/CCR6/CD70/FCER1G/KLRC2/RSAD2/AICDA/IL21,10
GO:0030593,neutrophil chemotaxis,5/163,53/10799,0.0011783315000093587,0.02034486286092108,0.015975380429840407,CXCL8/DAPK2/CCL3L1/FCER1G/VAV3,5
GO:1903034,regulation of response to wounding,6/163,79/10799,0.0012080755275178303,0.02072723295011724,0.016275628589862857,TNFRSF12A/PLAUR/SCARF1/PLAU/F12/PDGFA,6
GO:0071774,response to fibroblast growth factor,5/163,54/10799,0.0012829559234942662,0.02187439849557724,0.017176416475729157,CXCL8/EGR3/SPRY4/NR4A1/APLN,5
GO:0043303,mast cell degranulation,4/163,32/10799,0.0012938505546896024,0.021923132380082207,0.017214683744971173,CD300A/KIT/IL13/ADORA2B,4
GO:0032946,positive regulation of mononuclear cell proliferation,7/163,110/10799,0.0013588849614524074,0.02288295169655659,0.01796836190094639,CCR2/IGF2/CD70/IL13/TNFSF9/IL21/VAV3,7
GO:0002279,mast cell activation involved in immune response,4/163,33/10799,0.0014551777109225448,0.02435413984905952,0.01912358179998307,CD300A/KIT/IL13/ADORA2B,4
GO:0001934,positive regulation of protein phosphorylation,14/163,372/10799,0.00149352379397034,0.02484349335336029,0.019507836461679348,EGR1/PDGFRB/CD300A/PLAUR/NRP1/KIT/IGF2/IL13/BCAR3/NAB2/IL21/PDGFA/PFN2/SRC,14
GO:0002065,columnar/cuboidal epithelial cell differentiation,5/163,56/10799,0.0015125879523244492,0.024857469481572875,0.019518810925683285,SOX4/IL13/CDH2/DLG5/SRC,5
GO:0002690,positive regulation of leukocyte chemotaxis,5/163,56/10799,0.0015125879523244492,0.024857469481572875,0.019518810925683285,CCR2/CCR1/CXCL8/CCR6/DAPK2,5
GO:0002223,stimulatory C-type lectin receptor signaling pathway,3/163,16/10799,0.0016362162120148402,0.026411821457849014,0.020739333487699782,KLRD1/KLRC2/SRC,3
GO:1990840,response to lectin,3/163,16/10799,0.0016362162120148402,0.026411821457849014,0.020739333487699782,KLRD1/KLRC2/SRC,3
GO:1990858,cellular response to lectin,3/163,16/10799,0.0016362162120148402,0.026411821457849014,0.020739333487699782,KLRD1/KLRC2/SRC,3
GO:0051251,positive regulation of lymphocyte activation,11/163,255/10799,0.0016652663621972515,0.02672262727102413,0.020983387288367843,CCR2/SOX4/EGR3/IGF2/CD70/IL13/TNFSF9/KLRC2/IL21/VAV3/SRC,11
GO:0061041,regulation of wound healing,5/163,58/10799,0.001771126769383801,0.02825516857823982,0.022186783476122098,TNFRSF12A/PLAUR/PLAU/F12/PDGFA,5
GO:0001656,metanephros development,4/163,35/10799,0.0018189433543210288,0.028682528731721193,0.022522359148422842,EGR1/PDGFRB/DLG5/PDGFA,4
GO:0019730,antimicrobial humoral response,4/163,35/10799,0.0018189433543210288,0.028682528731721193,0.022522359148422842,GNLY/CXCL8/SPON2/H2BC8,4
GO:0060491,regulation of cell projection assembly,8/163,149/10799,0.0018677169897864713,0.029216405997215863,0.0229415751675931,FSCN1/STAP1/FAM110C/NRP1/KIT/AGRN/PFN2/SRC,8
GO:0030856,regulation of epithelial cell differentiation,6/163,86/10799,0.0018742195929299032,0.029216405997215863,0.0229415751675931,ZBED2/CDKN2B/ETV4/IL13/MAFF/MACROH2A2,6
GO:0002407,dendritic cell chemotaxis,3/163,17/10799,0.0019649474681449116,0.029779870517218438,0.023384023963011084,CCR2/CCR1/CCR6,3
GO:0008045,motor neuron axon guidance,3/163,17/10799,0.0019649474681449116,0.029779870517218438,0.023384023963011084,EGR2/NRP1/SLIT1,3
GO:0035272,exocrine system development,3/163,17/10799,0.0019649474681449116,0.029779870517218438,0.023384023963011084,NRP1/IGF2/PDGFA,3
GO:0060563,neuroepithelial cell differentiation,3/163,17/10799,0.0019649474681449116,0.029779870517218438,0.023384023963011084,SOX4/CDH2/DLG5,3
GO:1903319,positive regulation of protein maturation,3/163,17/10799,0.0019649474681449116,0.029779870517218438,0.023384023963011084,SOX4/F12/SRC,3
GO:0045604,regulation of epidermal cell differentiation,4/163,36/10799,0.002022529499178666,0.030483207037344758,0.0239363043374736,ZBED2/ETV4/MAFF/MACROH2A2,4
GO:0001936,regulation of endothelial cell proliferation,5/163,60/10799,0.002060672104419742,0.03088743681789591,0.024253717365495517,NRP1/EGR3/IGF2/NR4A1/APLN,5
GO:0070372,regulation of ERK1 and ERK2 cascade,8/163,153/10799,0.0022059141360209382,0.032873023600248366,0.025812858090178054,DUSP6/PDGFRB/CCR1/NRP1/CCL3L1/CAVIN3/PDGFA/SRC,8
GO:0071621,granulocyte chemotaxis,5/163,61/10799,0.0022177346297178233,0.032873023600248366,0.025812858090178054,CXCL8/DAPK2/CCL3L1/FCER1G/VAV3,5
GO:0006959,humoral immune response,6/163,89/10799,0.002232399568880897,0.032873023600248366,0.025812858090178054,CCR2/GNLY/CXCL8/CCR6/SPON2/H2BC8,6
GO:0008347,glial cell migration,4/163,37/10799,0.0022413425181987525,0.032873023600248366,0.025812858090178054,CDK5R1/CCR2/STAP1/BMERB1,4
GO:0002440,production of molecular mediator of immune response,8/163,154/10799,0.0022975544983122576,0.03351726562243764,0.02631873573918066,CCR2/KIT/CCR6/SPON2/IL13/RSAD2/AICDA/IL21,8
GO:0045606,positive regulation of epidermal cell differentiation,3/163,18/10799,0.002331980905629798,0.03383853143913877,0.02657100304007077,ZBED2/ETV4/MACROH2A2,3
GO:1903035,negative regulation of response to wounding,4/163,38/10799,0.002475944533745804,0.0357374427939606,0.02806208368795718,PLAUR/PLAU/F12/PDGFA,4
GO:0006334,nucleosome assembly,6/163,91/10799,0.002498362092682943,0.03581260453725434,0.02812110288366746,H4C6/H2BC8/H1-0/H3C1/H4C4/MACROH2A2,6
GO:0001666,response to hypoxia,9/163,192/10799,0.0025074074291112827,0.03581260453725434,0.02812110288366746,EGR1/FOS/SOX4/STC1/ADM/HILPDA/PLAU/PDLIM1/SRC,9
GO:0043549,regulation of kinase activity,14/163,394/10799,0.002543635499903928,0.036140821061134976,0.028378828082809723,CDK5R1/EGR1/PDGFRB/CD300A/CDKN2B/SH3BP5/KIT/HSPB1/SPRY4/CDKN2A/DBNDD2/NAB2/PDGFA/SRC,14
GO:0001909,leukocyte mediated cytotoxicity,6/163,92/10799,0.002639949893769068,0.03731493943109854,0.0293007801135536,STAP1/ITGAM/KLRD1/GZMB/KLRC2/IL21,6
GO:0070661,leukocyte proliferation,10/163,232/10799,0.0027060165479927457,0.03796054371834999,0.029807727452863957,CCR2/CD300A/KIT/IGF2/CD70/IL13/TNFSF9/DLG5/IL21/VAV3,10
GO:0045742,positive regulation of epidermal growth factor receptor signaling pathway,3/163,19/10799,0.002738765518093193,0.03796054371834999,0.029807727452863957,PLAUR/FASLG/BCAR3,3
GO:0001910,regulation of leukocyte mediated cytotoxicity,5/163,64/10799,0.0027412855984292332,0.03796054371834999,0.029807727452863957,STAP1/ITGAM/KLRD1/KLRC2/IL21,5
GO:0042100,B cell proliferation,5/163,64/10799,0.0027412855984292332,0.03796054371834999,0.029807727452863957,CD300A/CD70/IL13/IL21/VAV3,5
GO:0030855,epithelial cell differentiation,13/163,355/10799,0.002786355048351407,0.038212281255672303,0.030005399118418413,ZBED2/CDKN2B/SOX4/ETV4/NRP1/STC1/IL13/CDH2/MAFF/DLG5/MACROH2A2/JAG2/SRC,13
GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,6/163,93/10799,0.0027874794610992628,0.038212281255672303,0.030005399118418413,NRP1/KIT/IGF2/IL13/IL21/SRC,6
GO:0019932,second-messenger-mediated signaling,8/163,160/10799,0.00291200751123183,0.03942475179392386,0.030957466391663472,CCR2/PDGFRB/CCR1/CXCL8/CCR6/ADM/ACKR2/ADORA2B,8
GO:0042327,positive regulation of phosphorylation,14/163,400/10799,0.0029176624861034428,0.03942475179392386,0.030957466391663472,EGR1/PDGFRB/CD300A/PLAUR/NRP1/KIT/IGF2/IL13/BCAR3/NAB2/IL21/PDGFA/PFN2/SRC,14
GO:0051338,regulation of transferase activity,16/163,489/10799,0.0029192814744767666,0.03942475179392386,0.030957466391663472,CDK5R1/EGR1/PDGFRB/CD300A/CDKN2B/SH3BP5/KIT/HSPB1/IGF2/SPRY4/CDKN2A/DBNDD2/NAB2/ARRDC4/PDGFA/SRC,16
GO:0050804,modulation of chemical synaptic transmission,10/163,235/10799,0.002968522001364772,0.03989225625479359,0.03132456454642111,CCR2/EGR2/KIT/PDE9A/OTOF/GABBR1/CDH2/ADORA2B/CPLX1/PFN2,10
GO:0038093,Fc receptor signaling pathway,4/163,40/10799,0.0029947340721472836,0.040047228180479365,0.03144625302796555,KIT/FCER1G/VAV3/SRC,4
GO:0099177,regulation of trans-synaptic signaling,10/163,236/10799,0.003060413461510449,0.04072589230731953,0.03197915991873563,CCR2/EGR2/KIT/PDE9A/OTOF/GABBR1/CDH2/ADORA2B/CPLX1/PFN2,10
GO:0097191,extrinsic apoptotic signaling pathway,8/163,162/10799,0.00314305896556909,0.04159428871584762,0.03266105013765624,MAL/TNFRSF12A/NRP1/CD70/FASLG/SORT1/G0S2/SRC,8
GO:0048483,autonomic nervous system development,3/163,20/10799,0.0031866592161334866,0.04159428871584762,0.03266105013765624,EGR2/SOX4/NRP1,3
GO:0055094,response to lipoprotein particle,3/163,20/10799,0.0031866592161334866,0.04159428871584762,0.03266105013765624,SMPD3/FCER1G/CD68,3
GO:0071404,cellular response to low-density lipoprotein particle stimulus,3/163,20/10799,0.0031866592161334866,0.04159428871584762,0.03266105013765624,SMPD3/FCER1G/CD68,3
GO:0007422,peripheral nervous system development,4/163,41/10799,0.00328001409076991,0.042206973771793936,0.033142148335237175,EGR2/EGR3/ETV1/NAB2,4
GO:0045576,mast cell activation,4/163,41/10799,0.00328001409076991,0.042206973771793936,0.033142148335237175,CD300A/KIT/IL13/ADORA2B,4
GO:0070613,regulation of protein processing,4/163,41/10799,0.00328001409076991,0.042206973771793936,0.033142148335237175,PLAUR/PLAU/F12/SRC,4
GO:1990266,neutrophil migration,5/163,67/10799,0.0033490155819168275,0.04272075805933036,0.03354558676135873,CXCL8/DAPK2/CCL3L1/FCER1G/VAV3,5
GO:0050863,regulation of T cell activation,11/163,279/10799,0.003351261812572103,0.04272075805933036,0.03354558676135873,CCR2/CD300A/SOX4/EGR3/IGF2/CD70/ZNF683/TNFSF9/DLG5/IL21/SRC,11
GO:0071900,regulation of protein serine/threonine kinase activity,9/163,201/10799,0.0034061602752900586,0.04309291217181757,0.033837813038141984,CDK5R1/PDGFRB/CD300A/CDKN2B/KIT/SPRY4/CDKN2A/PDGFA/SRC,9
GO:0045785,positive regulation of cell adhesion,12/163,321/10799,0.0034120487643374614,0.04309291217181757,0.033837813038141984,CCR2/SOX4/PLAUR/NRP1/EGR3/IGF2/CD70/TNFSF9/DOCK5/IL21/VAV3/SRC,12
GO:0071396,cellular response to lipid,13/163,365/10799,0.0035340596319030117,0.04442817822963786,0.03488630293923177,FOS/STAP1/CXCL8/RXRA/STC1/SPON2/MLC1/CD68/IRF8/AICDA/WNT9A/RORC/SRC,13
GO:0050808,synapse organization,10/163,241/10799,0.003554553740884644,0.04448083763822619,0.034927652644617335,CDK5R1/ITGAM/NPTX1/NRP1/CDH2/SORT1/SLIT1/DLG5/AGRN/PFN2,10
GO:0045684,positive regulation of epidermis development,3/163,21/10799,0.003676931781047757,0.04538764660044471,0.03563970552242051,ZBED2/ETV4/MACROH2A2,3
GO:0046629,gamma-delta T cell activation,3/163,21/10799,0.003676931781047757,0.04538764660044471,0.03563970552242051,SOX4/EGR3/JAG2,3
GO:1901186,positive regulation of ERBB signaling pathway,3/163,21/10799,0.003676931781047757,0.04538764660044471,0.03563970552242051,PLAUR/FASLG/BCAR3,3
GO:0036293,response to decreased oxygen levels,9/163,206/10799,0.004005186539932669,0.04921688685106451,0.038646536788823994,EGR1/FOS/SOX4/STC1/ADM/HILPDA/PLAU/PDLIM1/SRC,9
GO:1902414,protein localization to cell junction,5/163,70/10799,0.004048174925342926,0.04951826823611521,0.038883190253316276,NPTX1/HSPB1/TAMALIN/DLG5/CPLX1,5
GO:0070371,ERK1 and ERK2 cascade,8/163,169/10799,0.0040660161601502225,0.04951826823611521,0.038883190253316276,DUSP6/PDGFRB/CCR1/NRP1/CCL3L1/CAVIN3/PDGFA/SRC,8
